,testde_1,testde_2,camelsde_111740,camelsde_111630
2000-12-15,,4.0993867,3.653902,3.8670552
2000-12-16,,3.3557148,2.767589,2.27445
2000-12-17,,6.2489824,5.4889116,5.5146217
2000-12-18,,5.542007,5.214204,5.0268497
2000-12-19,,9.00672,8.234122,7.2359257
2000-12-20,,0.889933,1.7676271,1.2703315
2000-12-21,,-0.089892626,0.12542892,0.14469051
2000-12-22,,-0.16409922,0.05350399,0.058430433
2000-12-23,,0.16890311,0.20710206,0.20648646
2000-12-24,,0.5991273,0.38892174,0.37859058
2000-12-25,,1.8064369,1.5778321,1.5890983
2000-12-26,,0.69696856,0.4937222,0.5671375
2000-12-27,,0.45036602,0.42509294,0.43444872
2000-12-28,,0.8184395,1.2456717,1.0691915
2000-12-29,,2.2191308,1.7613425,1.6720065
2000-12-30,,1.0271456,1.2236292,1.2041432
2000-12-31,,0.489738,1.147647,1.0610048
2001-01-01,,2.512031,1.9453294,1.932188
2001-01-02,,1.8351691,6.457685,5.810252
2001-01-03,,2.908465,1.4070191,1.8439534
2001-01-04,,8.784597,5.2061934,5.920514
2001-01-05,,13.639425,14.941785,16.228243
2001-01-06,,10.311079,10.689767,7.854145
2001-01-07,,5.3297486,5.0674,3.3516917
2001-01-08,,3.8717465,2.3793855,2.036624
2001-01-09,,2.8901098,2.4355206,1.9548827
2001-01-10,,7.2910357,5.6754837,6.395877
2001-01-11,,10.053448,6.474287,6.719904
2001-01-12,,0.8441076,1.3285176,0.89002514
2001-01-13,,-0.0060055256,0.27095962,0.22261167
2001-01-14,,-0.092433214,0.08351159,0.053808928
2001-01-15,,-0.050339222,0.028344631,-0.002761364
2001-01-16,,0.05468154,0.020468712,0.053169727
2001-01-17,,0.24404287,0.22214627,0.21503568
2001-01-18,,0.47667384,0.38968492,0.4042387
2001-01-19,,0.44783354,0.41926146,0.46122408
2001-01-20,,0.942739,0.6050942,0.6881807
2001-01-21,,1.5043994,0.9611404,1.1363094
2001-01-22,,3.9177628,3.6418836,3.5032616
2001-01-23,,5.979699,4.240065,4.978573
2001-01-24,,14.473626,9.188454,11.594545
2001-01-25,,6.593359,3.9436007,3.2340093
2001-01-26,,3.948487,1.6579262,1.4271963
2001-01-27,,5.145382,1.8640932,1.8134655
2001-01-28,,2.6261435,0.7662294,0.7800436
2001-01-29,,2.0222554,1.610395,1.4907374
2001-01-30,,1.4972466,1.6328571,1.57298
2001-01-31,,1.0550083,0.7319722,0.6802063
2001-02-01,,1.2485504,1.2864168,1.422642
2001-02-02,,2.461679,2.5981996,2.764642
2001-02-03,,13.901815,10.637206,11.152572
2001-02-04,,17.707426,14.7356205,15.986845
2001-02-05,,7.745327,5.3375664,5.0634203
2001-02-06,,3.3642044,0.82723236,0.7277534
2001-02-07,,4.2208915,1.6388333,1.4139549
2001-02-08,,3.5828164,1.8674283,1.5877982
2001-02-09,,3.402814,3.3085406,2.432761
2001-02-10,,1.429947,1.2509372,1.1522101
2001-02-11,,0.935037,0.35952926,0.39062047
2001-02-12,,1.3979689,0.50807595,0.6115384
2001-02-13,,5.5330095,2.6106868,2.7679112
2001-02-14,,1.0491595,0.588572,0.7169235
2001-02-15,,0.3158257,0.13493156,0.13099384
2001-02-16,,1.9451649,0.4663267,0.52856326
2001-02-17,,5.1909885,2.3833847,2.6313703
2001-02-18,,0.9535935,0.68322325,0.7659209
2001-02-19,,2.084144,2.4742882,2.3636127
2001-02-20,,1.5761582,2.332559,2.3075135
2001-02-21,,3.1120784,3.347792,3.253704
2001-02-22,,5.618518,5.100745,4.4045367
2001-02-23,,3.3028986,6.016849,5.124985
2001-02-24,,2.2094083,2.8450284,2.6123
2001-02-25,,0.17686129,0.6125541,0.4654138
2001-02-26,,1.2480493,1.7267799,1.526251
2001-02-27,,0.122751,0.14117074,0.16888785
2001-02-28,,1.0026157,0.6557975,0.6913047
2001-03-01,,3.3761508,0.9057847,1.0180866
2001-03-02,,2.454752,1.046013,1.1826686
2001-03-03,,4.766039,7.371396,7.5833206
2001-03-04,,7.011297,7.485774,6.9474792
2001-03-05,,3.3615892,6.1994376,5.101828
2001-03-06,,0.44211555,0.5067537,0.46941113
2001-03-07,,4.7109685,3.2076738,2.8422515
2001-03-08,,2.018303,2.0606751,1.9141107
2001-03-09,,2.0801177,2.0619931,2.470891
2001-03-10,,3.8910894,6.565565,6.5385237
2001-03-11,,7.7829256,11.991478,11.552377
2001-03-12,,12.759475,11.091145,11.717939
2001-03-13,,6.6990824,5.19092,4.2450333
2001-03-14,,5.9191103,6.839302,6.12527
2001-03-15,,19.840027,15.67563,16.763401
2001-03-16,,5.686675,1.1847095,1.4404933
2001-03-17,,5.743679,5.8183613,5.5224276
2001-03-18,,4.711934,3.583255,3.7281065
2001-03-19,,3.3718433,3.3780587,2.7096603
2001-03-20,,4.583525,4.6113834,4.099932
2001-03-21,,13.922525,13.056961,14.192097
2001-03-22,,15.651923,14.167701,15.110563
2001-03-23,,7.5160074,6.640374,6.7771854
2001-03-24,,5.071762,3.2528458,3.1638823
2001-03-25,,8.981527,7.0280714,7.817687
2001-03-26,,7.0202208,6.515029,6.0666823
2001-03-27,,1.2650949,1.5475167,1.3466899
2001-03-28,,2.7260032,1.2368451,1.1777567
2001-03-29,,2.705645,4.3162465,3.011784
2001-03-30,,2.5725124,1.8280685,1.3920312
2001-03-31,,0.47021484,0.2916844,0.27647233
2001-04-01,,0.17281389,0.19852972,0.19630146
2001-04-02,,0.17571902,0.18990088,0.21296573
2001-04-03,,2.2696793,1.6137742,1.6597557
2001-04-04,,3.0545788,2.664709,2.105695
2001-04-05,,1.7264173,2.1980247,2.3608341
2001-04-06,,2.5266225,4.164527,4.261338
2001-04-07,,3.2935,8.560409,7.1010056
2001-04-08,,0.83772683,1.0616461,0.9629383
2001-04-09,,2.4658725,3.3686004,2.9360359
2001-04-10,,6.330018,7.4559774,6.454941
2001-04-11,,3.583031,4.933291,5.037899
2001-04-12,,1.573753,2.0115485,1.8864434
2001-04-13,,2.3308911,2.3501124,2.2729301
2001-04-14,,2.0718203,2.0811732,2.0568647
2001-04-15,,14.873044,10.04345,9.824975
2001-04-16,,6.741104,7.2180862,6.8461037
2001-04-17,,4.1132073,3.840745,3.6606574
2001-04-18,,6.203003,4.1280236,3.4515412
2001-04-19,,1.2569102,1.2533786,1.0790006
2001-04-20,,1.6579114,2.18864,1.9286239
2001-04-21,,5.5261917,9.618888,9.339688
2001-04-22,,3.635594,8.599583,8.4386015
2001-04-23,,1.3524245,1.6152828,1.4911356
2001-04-24,,1.1356606,0.48651004,0.48634958
2001-04-25,,6.572998,4.0775867,4.504263
2001-04-26,,1.4577987,0.8099215,0.9842875
2001-04-27,,2.5350199,2.7559512,3.0887582
2001-04-28,,5.4057617,4.6020527,4.9217305
2001-04-29,,6.2280345,6.8421345,6.301261
2001-04-30,,0.9214009,0.4553485,0.45266008
2001-05-01,,0.6324086,0.5543468,0.610651
2001-05-02,,0.6940243,0.47651172,0.5210943
2001-05-03,,0.7045162,1.1002053,1.0667768
2001-05-04,,1.5618858,1.8222203,2.285085
2001-05-05,,3.5047288,5.865602,6.057561
2001-05-06,,3.6312566,5.417606,5.7396946
2001-05-07,,1.2311584,1.6123899,1.789012
2001-05-08,,0.93087757,1.1575952,1.3066347
2001-05-09,,0.46940637,1.279169,1.1829182
2001-05-10,,-0.14364529,-0.10638356,-0.100414276
2001-05-11,,0.14883566,0.25012302,0.27769613
2001-05-12,,-0.02270031,0.040207624,0.055306196
2001-05-13,,0.0024683475,0.004048586,-3.4570694e-05
2001-05-14,,1.9815278,4.2918797,3.9044461
2001-05-15,,3.413574,5.3628225,5.407883
2001-05-16,,3.717601,1.9699069,1.801625
2001-05-17,,6.7354937,10.698624,9.821377
2001-05-18,,2.0768228,4.678278,4.780459
2001-05-19,,1.9174306,2.3533437,2.4084046
2001-05-20,,0.09053302,0.18647695,0.18782425
2001-05-21,,0.05859208,0.16940331,0.19016814
2001-05-22,,0.34418774,0.98613465,1.0084893
2001-05-23,,0.118587255,0.29846168,0.2602439
2001-05-24,,0.14940047,0.35791755,0.3494897
2001-05-25,,0.14898324,0.3862033,0.41354442
2001-05-26,,0.1608758,0.14658642,0.16628528
2001-05-27,,0.90625834,2.1730475,1.4986053
2001-05-28,,0.8433106,0.86621356,0.97438145
2001-05-29,,0.4161892,1.0295063,0.90142787
2001-05-30,,-0.06094265,0.06847191,0.10963917
2001-05-31,,0.6134615,1.6607155,1.121795
2001-06-01,,2.5806968,2.9383905,3.3278344
2001-06-02,,9.519896,9.425546,10.098186
2001-06-03,,1.985091,5.3736033,5.0135407
2001-06-04,,2.2472353,3.5544238,3.819722
2001-06-05,,0.34883094,0.4367299,0.4538648
2001-06-06,,2.9677866,6.015584,3.6767154
2001-06-07,,1.7463406,1.5558957,1.5975642
2001-06-08,,7.6918736,8.558208,9.419211
2001-06-09,,3.2252285,7.31345,6.903887
2001-06-10,,5.178819,5.4212933,6.577364
2001-06-11,,4.483636,4.724254,4.034025
2001-06-12,,0.6469538,0.67879176,0.6818874
2001-06-13,,0.5561724,0.5952351,0.668519
2001-06-14,,0.6843145,1.5189543,1.3488694
2001-06-15,,1.3446085,2.007186,2.1946626
2001-06-16,,3.8390546,9.884475,10.008947
2001-06-17,,2.8132224,3.2187932,2.9925823
2001-06-18,,2.4434023,7.9245605,7.4614124
2001-06-19,,1.2058624,2.241834,2.339789
2001-06-20,,0.06731582,0.38534856,0.3586073
2001-06-21,,0.46063924,0.8549721,0.78114176
2001-06-22,,0.83930016,1.0858938,1.3475847
2001-06-23,,0.20108533,0.25846958,0.29017258
2001-06-24,,0.17113757,0.14386415,0.16896558
2001-06-25,,0.28909135,0.22369361,0.2880559
2001-06-26,,0.13359475,-0.034611464,0.029935122
2001-06-27,,0.5862014,1.303945,0.9360025
2001-06-28,,5.287941,11.518469,12.296597
2001-06-29,,0.65265274,0.8768387,0.9145845
2001-06-30,,3.1388335,1.4735929,1.6206722
2001-07-01,,3.7963297,4.5346384,4.7885776
2001-07-02,,1.1937501,1.0454828,1.0690988
2001-07-03,,-0.07185578,0.06461024,0.06985068
2001-07-04,,0.024866581,0.16648245,0.20102501
2001-07-05,,-0.08042073,0.11613512,0.16019058
2001-07-06,,0.06223297,0.10269928,0.14571285
2001-07-07,,7.365053,10.476417,9.744239
2001-07-08,,2.349733,8.721518,8.435199
2001-07-09,,1.1484747,1.89712,1.9350863
2001-07-10,,0.51162267,0.5751703,0.5837176
2001-07-11,,3.5121293,3.8498297,3.761804
2001-07-12,,1.5114244,2.599954,2.2936976
2001-07-13,,3.2648234,9.074167,8.137763
2001-07-14,,4.256785,2.2112412,2.4962735
2001-07-15,,15.116562,18.385777,18.409492
2001-07-16,,3.085786,10.640509,9.734746
2001-07-17,,1.187355,1.9932117,2.0665038
2001-07-18,,0.6552844,1.3513077,1.3324599
2001-07-19,,0.44238496,0.89495456,0.64680886
2001-07-20,,1.6438888,2.6705222,2.1106672
2001-07-21,,0.61753345,1.4220784,1.2636133
2001-07-22,,0.21406412,0.25612235,0.27253008
2001-07-23,,0.5208919,0.88530767,0.9344387
2001-07-24,,0.39015794,0.4464748,0.47919893
2001-07-25,,0.19329262,0.77204967,0.96923494
2001-07-26,,0.0886035,0.14967942,0.13250327
2001-07-27,,0.07934904,0.24398994,0.19663787
2001-07-28,,0.2291565,0.462749,0.42333198
2001-07-29,,0.33585382,1.4634551,1.2458835
2001-07-30,,0.0062925816,0.2543757,0.22192264
2001-07-31,,0.19962263,0.19593835,0.24019909
2001-08-01,,0.13139725,0.5998564,0.551172
2001-08-02,,0.08055806,0.16528463,0.19085932
2001-08-03,,7.2097206,11.918267,11.129337
2001-08-04,,3.0420194,5.3568935,5.540489
2001-08-05,,0.7595074,1.1563492,1.2478335
2001-08-06,,4.9135637,3.2371342,4.137848
2001-08-07,,6.3651514,6.1249824,6.6679144
2001-08-08,,2.3225813,3.3928204,3.4587812
2001-08-09,,1.3934771,2.603314,2.5254707
2001-08-10,,0.58461857,1.7086612,1.4883423
2001-08-11,,0.18861556,0.43580794,0.39445806
2001-08-12,,0.14440727,0.15949035,0.21228337
2001-08-13,,0.42880845,0.48911738,0.46582985
2001-08-14,,0.22335553,0.21245289,0.2850101
2001-08-15,,0.1816554,0.27541208,0.31456208
2001-08-16,,1.575455,1.9625198,1.6443939
2001-08-17,,4.4184217,5.707157,6.8154078
2001-08-18,,1.4522486,2.3174872,3.606093
2001-08-19,,1.4539962,1.183669,1.5186182
2001-08-20,,7.301285,7.545335,9.08634
2001-08-21,,0.62478757,1.2192018,1.3866501
2001-08-22,,0.8495786,2.1615365,2.1127222
2001-08-23,,0.47586465,1.1148444,0.8448694
2001-08-24,,0.20273328,0.28563547,0.2823217
2001-08-25,,0.21390247,0.11662722,0.12009525
2001-08-26,,0.16279912,0.08447814,0.090892315
2001-08-27,,0.3712914,1.3757334,1.3436359
2001-08-28,,-0.11223745,0.010017157,0.034775496
2001-08-29,,0.021989584,0.04224515,0.076776505
2001-08-30,,1.1054947,0.91438603,0.8461766
2001-08-31,,2.1966772,4.4792275,4.6908507
2001-09-01,,2.6715198,5.893235,7.3744545
2001-09-02,,1.0158334,1.2148335,1.4284292
2001-09-03,,3.8677757,1.2688743,1.6564127
2001-09-04,,7.8722944,4.8740253,5.079253
2001-09-05,,6.352152,10.703664,9.198336
2001-09-06,,3.332892,6.6776643,7.1458597
2001-09-07,,6.320696,5.205371,5.055561
2001-09-08,,14.907753,13.53091,11.556694
2001-09-09,,1.4885452,3.7212024,3.6238482
2001-09-10,,2.6155934,4.1573315,3.960415
2001-09-11,,2.8782828,2.1418595,2.3666945
2001-09-12,,3.753571,4.691267,5.2565007
2001-09-13,,6.962657,5.881741,3.7388802
2001-09-14,,2.7511518,5.415475,4.5877423
2001-09-15,,7.0685635,4.5919647,5.4535437
2001-09-16,,10.591504,9.197458,8.675536
2001-09-17,,5.7891207,5.3967834,4.711391
2001-09-18,,1.4968672,1.2372267,1.2614565
2001-09-19,,2.3014927,1.143403,1.3542515
2001-09-20,,18.439571,14.558896,15.379201
2001-09-21,,3.6231987,3.2579489,2.8366613
2001-09-22,,1.5050061,1.7859725,1.6430359
2001-09-23,,1.8361434,1.5115702,1.3363463
2001-09-24,,3.0821962,1.7462009,1.8653425
2001-09-25,,2.4069483,1.2161269,1.2022163
2001-09-26,,1.1052681,0.5016186,0.56915784
2001-09-27,,1.7042723,0.9836036,1.0136268
2001-09-28,,0.34575844,0.394984,0.35435104
2001-09-29,,2.225349,1.0153648,0.86203074
2001-09-30,,6.585846,6.4573994,7.482931
2001-10-01,,4.300894,3.2873242,5.0671053
2001-10-02,,0.93608284,0.7345824,0.8510809
2001-10-03,,5.19173,5.733054,6.0497885
2001-10-04,,4.3125806,8.794116,8.079557
2001-10-05,,1.0402024,1.457616,1.1065649
2001-10-06,,1.6311492,1.822214,1.854511
2001-10-07,,8.364264,7.534068,9.173523
2001-10-08,,3.4816036,4.3152065,4.7718997
2001-10-09,,0.94053054,1.728692,1.8856587
2001-10-10,,0.47779918,0.68517566,0.6657944
2001-10-11,,0.16843581,0.19530272,0.2043562
2001-10-12,,0.34702373,0.36783695,0.36350346
2001-10-13,,0.3649857,0.37701964,0.37494254
2001-10-14,,0.36727452,0.3051746,0.33644843
2001-10-15,,0.7018213,0.710572,0.74513316
2001-10-16,,0.4162922,0.6390557,0.62616706
2001-10-17,,0.45011234,0.270391,0.3258748
2001-10-18,,0.33186293,0.35367155,0.37007904
2001-10-19,,0.45755434,0.6492233,0.57105994
2001-10-20,,0.45967388,0.8426199,0.57900476
2001-10-21,,5.8163157,7.277959,8.111188
2001-10-22,,2.0051272,3.084353,4.019742
2001-10-23,,2.5937648,4.159527,3.0673075
2001-10-24,,3.7894614,7.526167,6.794722
2001-10-25,,1.6097096,5.338048,5.516136
2001-10-26,,0.5299926,1.0897717,0.93184316
2001-10-27,,0.8891206,0.6965678,0.8183551
2001-10-28,,1.2493522,1.4827812,1.6785831
2001-10-29,,1.0795999,1.3890394,1.2946631
2001-10-30,,0.41435456,0.48707438,0.50092196
2001-10-31,,1.7563581,0.9929104,0.6951103
2001-11-01,,0.8583574,1.2792352,1.2272094
2001-11-02,,0.49651718,0.69375443,0.66943073
2001-11-03,,0.45611882,0.37746596,0.44611025
2001-11-04,,0.59217024,0.3318646,0.353436
2001-11-05,,1.5276263,2.4674747,2.4810598
2001-11-06,,4.5503316,4.7253366,4.4769816
2001-11-07,,11.050986,15.494615,16.12791
2001-11-08,,18.855726,20.737791,20.17496
2001-11-09,,1.4579628,1.1065524,1.1102062
2001-11-10,,0.3895719,0.65322113,0.6646242
2001-11-11,,0.27546883,0.41665196,0.3448372
2001-11-12,,2.8504138,1.8337415,1.9824302
2001-11-13,,2.9110267,8.651825,7.501543
2001-11-14,,1.2272538,1.3121336,1.429607
2001-11-15,,0.094810724,0.20211911,0.22170854
2001-11-16,,1.1576401,1.7923099,1.769579
2001-11-17,,0.7987411,1.0497419,1.1636027
2001-11-18,,0.35716224,0.5063884,0.60095143
2001-11-19,,0.9757285,1.3940377,1.4061778
2001-11-20,,1.5338265,1.9496359,2.0216274
2001-11-21,,1.2345291,1.0375439,1.158756
2001-11-22,,9.548354,9.372978,10.669209
2001-11-23,,2.5707958,5.027341,4.7866325
2001-11-24,,3.7022195,5.987422,5.683214
2001-11-25,,4.2383122,9.109159,8.888726
2001-11-26,,5.7412186,7.4595175,8.4041
2001-11-27,,9.244696,4.100518,4.5503387
2001-11-28,,7.17729,6.282097,5.8373127
2001-11-29,,6.8696146,5.0841208,5.922893
2001-11-30,,21.03362,14.098787,13.481012
2001-12-01,,9.110898,5.0160236,4.953857
2001-12-02,,3.5272546,3.1276634,2.6375928
2001-12-03,,4.5024433,2.5077863,1.8629552
2001-12-04,,5.8621483,5.110693,4.9072456
2001-12-05,,4.532289,4.788695,4.4661746
2001-12-06,,3.3184388,2.794382,2.466938
2001-12-07,,2.0876954,1.716964,1.5230497
2001-12-08,,0.81955576,0.6606531,0.6879246
2001-12-09,,0.15369725,0.17490149,0.18978381
2001-12-10,,0.38239932,0.23734379,0.25701475
2001-12-11,,1.824914,1.9015102,1.944514
2001-12-12,,1.2052563,1.7404151,1.6464753
2001-12-13,,0.45232368,0.41745138,0.43251252
2001-12-14,,-0.08345318,0.05788684,0.027510881
2001-12-15,,0.022124529,0.11632061,0.11209822
2001-12-16,,0.2444725,0.5555985,0.5499995
2001-12-17,,1.4092007,1.1423023,1.4587975
2001-12-18,,0.6826565,0.81086373,0.84823847
2001-12-19,,1.1410562,1.588942,1.8856257
2001-12-20,,0.3628621,0.572567,0.63473415
2001-12-21,,1.1681516,0.92260563,0.88583744
2001-12-22,,1.8277175,3.175206,2.594668
2001-12-23,,0.8021164,1.3764876,1.2024567
2001-12-24,,0.59852695,1.1741798,1.1226391
2001-12-25,,6.555832,5.5973635,5.8858957
2001-12-26,,2.4099116,3.1822119,3.5443292
2001-12-27,,1.4432695,1.9114904,1.9912167
2001-12-28,,10.089805,10.392921,9.750508
2001-12-29,,14.754328,18.626148,19.86425
2001-12-30,,1.8013896,2.4742377,2.2681165
2001-12-31,,1.3419567,2.2470932,2.14417
2002-01-01,,2.4530015,1.5123211,1.4971523
2002-01-02,,1.3547359,1.1586683,0.9557251
2002-01-03,,0.010928631,0.03620243,0.402205
2002-01-04,,-0.03650093,0.20038724,0.36822987
2002-01-05,,0.44076824,0.5030732,0.8512261
2002-01-06,,0.81002307,0.7181461,1.312853
2002-01-07,,1.7293303,3.2512393,3.6306236
2002-01-08,,0.23503304,0.40198803,0.4501965
2002-01-09,,0.5115583,0.41636705,0.48601365
2002-01-10,,0.55853534,0.58356667,0.63264346
2002-01-11,,0.46259427,0.44368148,0.453552
2002-01-12,,0.9234104,1.1735466,1.148032
2002-01-13,,0.7038717,1.0560772,1.0011965
2002-01-14,,0.91467285,1.4221288,1.3423698
2002-01-15,,0.34194255,0.42636085,0.36906743
2002-01-16,,1.0238566,0.76381755,0.7768297
2002-01-17,,1.1927507,1.2282964,1.1152396
2002-01-18,,2.8690763,1.7186121,1.7255678
2002-01-19,,3.285324,2.2609746,2.6282392
2002-01-20,,6.466404,5.5246534,6.7270875
2002-01-21,,8.763036,9.794845,10.699616
2002-01-22,,1.7999078,1.3273796,1.3093376
2002-01-23,,1.3085783,1.0041032,1.101092
2002-01-24,,4.3233995,4.0352793,5.270487
2002-01-25,,5.0553246,3.459737,3.035654
2002-01-26,,5.644697,2.234876,2.2174208
2002-01-27,,16.719852,11.617835,12.511065
2002-01-28,,6.3335447,3.0044544,2.4281068
2002-01-29,,0.6046307,0.19848084,0.16392279
2002-01-30,,0.76695037,0.6697395,0.51536655
2002-01-31,,1.1366062,1.7858423,1.3021148
2002-02-01,,1.3971204,1.0832247,1.1302093
2002-02-02,,-0.038686752,0.101876974,0.1256671
2002-02-03,,0.21079135,0.24612188,0.24495792
2002-02-04,,0.1977017,0.23833442,0.20101547
2002-02-05,,1.5517995,1.7711688,1.5217671
2002-02-06,,2.2707577,8.422164,6.623596
2002-02-07,,1.7580439,2.790276,2.9305997
2002-02-08,,2.6333194,2.8309216,3.021957
2002-02-09,,3.1653259,2.710032,3.3776112
2002-02-10,,10.495547,8.79056,9.148521
2002-02-11,,5.551904,3.1487086,3.2460575
2002-02-12,,8.408783,5.548612,7.146496
2002-02-13,,13.84672,10.914842,13.57405
2002-02-14,,5.600025,7.096139,5.5103917
2002-02-15,,0.2538283,0.52808785,0.44356108
2002-02-16,,0.13008165,0.1849792,0.1716764
2002-02-17,,0.35720396,0.31424236,0.31742
2002-02-18,,1.7652609,1.9014263,2.1459904
2002-02-19,,4.3665757,6.78751,7.656682
2002-02-20,,13.311365,19.79366,21.307114
2002-02-21,,2.7290006,4.162615,4.249016
2002-02-22,,6.2116156,5.968797,5.834836
2002-02-23,,6.426317,7.6537466,7.8576164
2002-02-24,,3.6404152,4.4973207,4.151943
2002-02-25,,19.696388,15.891035,15.110447
2002-02-26,,4.71054,3.7337933,4.424363
2002-02-27,,3.5492997,3.8986187,3.0800402
2002-02-28,,1.9471812,2.1316085,2.0463138
2002-03-01,,1.0493768,1.3869978,1.2827446
2002-03-02,,3.162964,4.2540584,4.085671
2002-03-03,,1.1875148,0.6341684,0.6689396
2002-03-04,,0.29494405,0.28993082,0.2921195
2002-03-05,,0.26474142,0.24649572,0.24445224
2002-03-06,,1.5057129,0.5559995,0.62951994
2002-03-07,,1.6441813,1.9505522,2.1639192
2002-03-08,,0.108961105,0.10005045,0.10590577
2002-03-09,,1.1564426,0.8011155,0.90408576
2002-03-10,,0.0046215057,0.18708515,0.19902539
2002-03-11,,0.29890323,0.19348812,0.19742179
2002-03-12,,0.7032423,0.576406,0.6064451
2002-03-13,,1.1401159,0.4336648,0.48725533
2002-03-14,,2.1453059,1.4473343,1.4904289
2002-03-15,,0.6820955,0.6268902,0.6909878
2002-03-16,,0.24025726,0.3881452,0.34158754
2002-03-17,,0.3762455,0.38587904,0.3532257
2002-03-18,,1.476324,1.6551262,1.6746832
2002-03-19,,13.846547,18.559164,17.02422
2002-03-20,,21.71046,27.533464,28.782032
2002-03-21,,16.446184,16.196672,16.604748
2002-03-22,,9.811985,9.545143,8.951695
2002-03-23,,4.1967187,6.249246,5.653339
2002-03-24,,2.2526493,2.6457114,2.100791
2002-03-25,,2.353773,2.8628838,2.7818325
2002-03-26,,3.4058852,2.2813892,2.8551786
2002-03-27,,0.906837,1.3003274,1.2736322
2002-03-28,,-0.11017656,0.050987482,0.04650688
2002-03-29,,0.040447474,0.13280988,0.10860729
2002-03-30,,0.22084069,0.25713086,0.29436636
2002-03-31,,0.34409308,0.48215652,0.48291206
2002-04-01,,0.35572457,0.49592543,0.5189824
2002-04-02,,0.18599796,0.26696563,0.3362689
2002-04-03,,0.014708996,0.09604764,0.07891488
2002-04-04,,0.067014694,0.18731165,0.18859053
2002-04-05,,0.034944057,0.14669704,0.16728497
2002-04-06,,0.06726122,0.1559403,0.16026688
2002-04-07,,0.056674242,0.17344189,0.16135836
2002-04-08,,0.018715143,0.16206002,0.14571142
2002-04-09,,0.092920065,0.22848535,0.23058677
2002-04-10,,0.48335528,0.8842819,0.8990598
2002-04-11,,0.1328764,0.2847147,0.28016138
2002-04-12,,0.39182425,0.86511946,0.9139726
2002-04-13,,3.83172,6.2895994,6.6625605
2002-04-14,,2.6129117,5.5694933,4.4566255
2002-04-15,,1.1027467,1.6308976,1.6332022
2002-04-16,,3.338258,1.0388477,1.2032458
2002-04-17,,4.020709,4.53571,3.9726434
2002-04-18,,0.9092765,0.8211732,0.7900133
2002-04-19,,1.2885144,1.7279062,1.1890488
2002-04-20,,1.9450257,3.999384,3.152055
2002-04-21,,1.0429367,2.0758326,1.8281006
2002-04-22,,0.100730896,0.43093014,0.35895205
2002-04-23,,0.59603095,1.0909196,1.0877378
2002-04-24,,3.1017396,10.3699255,9.531252
2002-04-25,,1.2499504,2.6689453,2.8009105
2002-04-26,,7.1283407,4.5694695,4.569746
2002-04-27,,2.4921803,4.312165,4.0171585
2002-04-28,,2.1081853,1.4607545,1.460612
2002-04-29,,1.3082726,2.5728164,2.3410945
2002-04-30,,0.6483133,0.65335727,0.6934285
2002-05-01,,4.0222874,2.5664039,2.4897363
2002-05-02,,8.067334,4.309486,4.5294504
2002-05-03,,14.426962,7.305916,7.5355186
2002-05-04,,15.966365,13.578428,13.518657
2002-05-05,,5.8407965,3.4829223,3.2296622
2002-05-06,,2.0023,1.6971127,1.6403759
2002-05-07,,1.8651792,0.725791,0.88633
2002-05-08,,0.09273648,0.044146538,0.09298706
2002-05-09,,0.5182347,0.5410874,0.50587845
2002-05-10,,2.5789528,6.042968,5.9549475
2002-05-11,,2.074237,6.8747373,5.602103
2002-05-12,,3.0050857,10.9155855,11.185827
2002-05-13,,1.1379659,2.4636831,2.2563288
2002-05-14,,1.1296178,1.825701,1.5395716
2002-05-15,,0.86159086,1.6082939,1.8661315
2002-05-16,,-0.019185066,0.10545635,0.10498738
2002-05-17,,0.18395591,0.39174867,0.40756774
2002-05-18,,3.08341,9.576157,9.05606
2002-05-19,,2.1475968,9.383932,9.066383
2002-05-20,,0.61563444,1.0350876,0.9770143
2002-05-21,,-0.050460815,0.5182934,0.47806692
2002-05-22,,0.85702586,0.6068907,0.6499922
2002-05-23,,6.2963257,9.210122,7.966895
2002-05-24,,2.840697,4.938863,4.5058737
2002-05-25,,2.742111,4.7569914,4.786844
2002-05-26,,0.71166253,1.9367964,1.579097
2002-05-27,,2.9224749,10.014342,9.598232
2002-05-28,,0.9049963,3.2637596,3.6232042
2002-05-29,,1.317476,1.9760644,2.0097868
2002-05-30,,0.46814823,0.7399807,0.7976351
2002-05-31,,0.22070432,0.32318044,0.37410688
2002-06-01,,0.008014202,0.10150576,0.105234385
2002-06-02,,0.030191183,0.12729979,0.109936714
2002-06-03,,0.364537,0.33328414,0.34679818
2002-06-04,,0.4049394,0.5479002,0.6241553
2002-06-05,,3.125627,6.63535,5.9636383
2002-06-06,,2.8764782,6.298674,5.9024487
2002-06-07,,2.513185,3.7851005,3.6561034
2002-06-08,,0.6959264,1.0685928,1.0052044
2002-06-09,,1.521324,3.1090884,2.4329865
2002-06-10,,4.4596143,7.512556,7.028982
2002-06-11,,1.8413757,2.241202,2.8023262
2002-06-12,,0.86180663,0.69342136,0.75067115
2002-06-13,,0.9245764,1.8474619,1.4130849
2002-06-14,,0.5533905,0.56829286,0.5761049
2002-06-15,,1.883587,1.5861404,1.3753345
2002-06-16,,1.2157792,2.5804243,2.6553597
2002-06-17,,0.3107841,0.5044725,0.49854946
2002-06-18,,0.75939083,0.95118,0.92461777
2002-06-19,,3.5944724,4.89979,4.543808
2002-06-20,,5.5466127,2.6564264,2.7284749
