date,snow_depth_water_equivalent_mean,surface_net_solar_radiation_mean,surface_net_thermal_radiation_mean,surface_pressure_mean,temperature_2m_mean,dewpoint_temperature_2m_mean,u_component_of_wind_10m_mean,v_component_of_wind_10m_mean,volumetric_soil_water_layer_1_mean,volumetric_soil_water_layer_2_mean,volumetric_soil_water_layer_3_mean,volumetric_soil_water_layer_4_mean,snow_depth_water_equivalent_min,surface_net_solar_radiation_min,surface_net_thermal_radiation_min,surface_pressure_min,temperature_2m_min,dewpoint_temperature_2m_min,u_component_of_wind_10m_min,v_component_of_wind_10m_min,volumetric_soil_water_layer_1_min,volumetric_soil_water_layer_2_min,volumetric_soil_water_layer_3_min,volumetric_soil_water_layer_4_min,snow_depth_water_equivalent_max,surface_net_solar_radiation_max,surface_net_thermal_radiation_max,surface_pressure_max,temperature_2m_max,dewpoint_temperature_2m_max,u_component_of_wind_10m_max,v_component_of_wind_10m_max,volumetric_soil_water_layer_1_max,volumetric_soil_water_layer_2_max,volumetric_soil_water_layer_3_max,volumetric_soil_water_layer_4_max,total_precipitation_sum,potential_evaporation_sum,streamflow
2006-03-18,1.31,140.49,-76.52,98.86,2.75,-2.95,-3.27,-0.62,0.37,0.37,0.41,0.39,1.07,-0.0,-112.56,98.62,-0.83,-4.09,-4.42,-1.23,0.36,0.37,0.4,0.39,1.5,507.41,-31.33,99.1,7.57,-1.5,-2.57,-0.05,0.37,0.37,0.41,0.39,0.0,4.56,
2006-03-19,0.86,164.29,-92.35,98.35,3.56,-0.62,-1.77,-0.35,0.36,0.37,0.4,0.39,0.6,-0.0,-127.01,98.15,-1.95,-3.54,-2.38,-0.88,0.36,0.37,0.4,0.39,1.07,555.89,-66.4,98.59,10.39,2.4,-1.09,0.46,0.36,0.37,0.4,0.39,0.0,3.03,
2006-03-20,0.46,169.53,-91.16,98.03,4.45,-0.38,-0.34,-0.18,0.36,0.36,0.4,0.39,0.3,-0.0,-137.14,97.88,-1.82,-2.82,-1.22,-1.39,0.36,0.36,0.4,0.39,0.61,568.19,-56.59,98.17,11.76,3.07,0.78,0.25,0.36,0.37,0.4,0.39,0.0,2.89,
2006-03-21,0.24,87.57,-26.89,97.72,4.33,1.35,-0.35,-1.01,0.36,0.36,0.4,0.39,0.15,-0.0,-55.59,97.55,-0.64,-1.67,-1.1,-2.18,0.36,0.36,0.4,0.39,0.31,366.48,-4.02,97.91,9.89,3.88,0.57,0.25,0.37,0.36,0.4,0.39,1.7,2.0,
2006-03-22,0.21,59.54,-20.01,97.9,3.38,0.6,-0.67,-1.41,0.37,0.36,0.4,0.39,0.14,0.0,-48.94,97.75,0.86,-1.29,-2.05,-2.04,0.37,0.36,0.4,0.39,0.29,205.87,-3.58,98.0,6.0,2.08,0.52,-0.36,0.38,0.36,0.4,0.39,1.67,1.9,
2006-03-23,0.79,132.58,-66.89,98.14,3.53,-2.58,-2.68,-0.3,0.37,0.36,0.4,0.39,0.2,0.0,-112.14,98.0,0.19,-4.48,-3.25,-1.34,0.36,0.36,0.4,0.39,1.02,486.1,-25.73,98.3,8.44,-1.03,-2.06,1.26,0.37,0.36,0.4,0.39,1.14,4.42,
2006-03-24,0.56,72.48,-50.22,97.56,5.68,1.66,-1.68,1.52,0.36,0.36,0.39,0.39,0.35,0.0,-79.27,97.42,1.25,-2.95,-3.14,0.96,0.36,0.36,0.39,0.39,0.71,209.15,-30.62,97.94,10.97,5.84,-0.51,2.59,0.37,0.36,0.4,0.39,1.09,2.29,
2006-03-25,0.16,72.15,-23.82,98.02,10.02,7.66,2.71,2.15,0.39,0.37,0.39,0.39,0.04,0.0,-76.06,97.48,6.67,4.89,-0.68,1.39,0.38,0.36,0.39,0.39,0.34,293.97,0.89,98.47,12.29,9.07,4.11,2.89,0.4,0.37,0.39,0.39,6.89,2.5,
2006-03-26,0.01,95.94,-30.54,98.44,13.28,10.21,2.72,2.25,0.41,0.39,0.39,0.39,0.0,0.0,-81.18,98.25,10.35,8.94,-1.34,1.47,0.39,0.38,0.39,0.39,0.04,431.53,0.31,98.56,17.84,11.56,5.03,2.73,0.43,0.39,0.39,0.39,5.46,3.97,
2006-03-27,0.0,153.1,-58.89,98.01,14.25,9.18,2.12,2.21,0.39,0.39,0.39,0.39,0.0,0.0,-105.89,97.92,11.11,6.85,-1.36,1.9,0.38,0.39,0.39,0.39,0.0,545.32,-24.67,98.18,19.08,10.85,5.02,2.66,0.39,0.39,0.39,0.39,1.03,5.96,
2006-03-28,0.0,80.42,-49.9,97.83,9.39,6.59,2.54,1.76,0.39,0.39,0.39,0.39,0.0,0.0,-74.34,97.64,6.41,4.25,0.75,1.15,0.38,0.39,0.39,0.39,0.0,304.17,-27.45,98.03,11.85,9.2,3.58,2.37,0.4,0.39,0.39,0.39,3.19,2.88,
2006-03-29,0.0,107.26,-41.73,98.24,7.78,4.41,3.23,1.63,0.39,0.39,0.39,0.39,0.0,0.0,-78.59,97.9,5.76,3.48,0.98,1.01,0.39,0.39,0.39,0.39,0.0,409.51,-9.9,98.63,10.86,5.97,4.81,2.03,0.4,0.39,0.39,0.39,2.33,4.06,
2006-03-30,0.0,32.21,-20.2,98.14,9.31,6.7,2.08,3.06,0.41,0.4,0.39,0.39,0.0,0.0,-65.08,97.8,6.32,3.01,-0.59,2.14,0.39,0.39,0.39,0.39,0.0,128.61,-3.61,98.61,12.41,9.81,4.39,4.07,0.44,0.41,0.39,0.39,10.67,2.2,
2006-03-31,0.0,116.01,-48.33,98.28,11.52,7.54,4.48,1.74,0.41,0.41,0.39,0.39,0.0,0.0,-79.01,97.87,9.76,5.14,2.49,0.98,0.4,0.41,0.39,0.39,0.0,366.7,-3.28,98.63,13.4,9.7,5.72,2.47,0.42,0.42,0.4,0.39,3.53,5.48,
2006-04-01,0.0,145.23,-67.96,98.45,11.34,5.68,2.42,1.66,0.39,0.41,0.4,0.39,0.0,0.0,-95.21,98.29,7.22,4.23,0.78,1.0,0.39,0.4,0.4,0.39,0.0,458.19,-40.33,98.61,16.08,7.62,5.14,2.29,0.4,0.41,0.4,0.39,1.19,6.0,
2006-04-02,0.0,135.37,-63.13,98.45,10.26,7.09,2.41,2.03,0.4,0.4,0.4,0.39,0.0,0.0,-83.21,98.23,7.1,6.11,0.5,1.12,0.39,0.4,0.4,0.39,0.0,463.15,-28.42,98.59,15.07,8.24,4.85,3.12,0.41,0.4,0.4,0.39,3.52,4.18,
2006-04-03,0.0,121.49,-61.37,98.81,7.96,4.87,3.48,1.12,0.4,0.4,0.4,0.39,0.0,0.0,-82.13,98.59,5.4,3.55,1.87,0.27,0.4,0.4,0.4,0.39,0.0,351.22,-36.53,99.01,10.83,6.17,4.92,1.96,0.4,0.4,0.4,0.39,3.1,4.01,
2006-04-04,0.0,153.88,-71.54,98.7,6.26,1.72,1.25,-0.51,0.39,0.4,0.4,0.39,0.0,0.0,-96.96,98.35,2.3,-0.75,-0.99,-2.16,0.39,0.4,0.4,0.39,0.0,518.75,-43.65,99.01,9.76,3.75,2.65,1.08,0.4,0.4,0.4,0.39,0.69,3.98,
2006-04-05,0.0,80.62,-48.26,98.11,4.21,-1.57,-0.79,-2.24,0.39,0.39,0.4,0.39,0.0,0.0,-82.16,97.98,1.69,-3.73,-2.53,-3.42,0.38,0.39,0.4,0.39,0.0,242.23,-29.47,98.45,6.18,0.41,1.62,-0.23,0.39,0.4,0.4,0.39,2.12,3.42,
2006-04-06,0.0,161.76,-79.4,98.62,3.79,-3.11,-0.24,-0.38,0.38,0.39,0.4,0.39,0.0,0.0,-114.57,98.49,-1.26,-4.84,-0.8,-2.03,0.38,0.39,0.39,0.39,0.0,567.79,-61.94,98.76,8.65,-0.45,0.57,1.6,0.39,0.39,0.4,0.39,0.0,3.65,
2006-04-07,0.0,177.74,-82.29,98.62,5.28,-2.06,-0.07,1.16,0.37,0.38,0.39,0.39,0.0,0.0,-123.78,98.49,-0.97,-4.43,-0.88,0.04,0.37,0.38,0.39,0.39,0.0,605.87,-52.69,98.77,11.0,1.17,0.86,2.02,0.38,0.39,0.39,0.39,0.0,4.13,
2006-04-08,0.0,189.18,-80.35,98.28,7.63,-0.21,1.68,1.49,0.36,0.38,0.39,0.39,0.0,0.0,-122.82,98.13,-0.07,-3.02,-0.49,0.43,0.36,0.37,0.39,0.39,0.0,619.02,-45.66,98.48,14.2,2.33,4.7,2.27,0.37,0.38,0.39,0.39,0.0,6.63,
2006-04-09,0.0,129.13,-53.78,98.3,7.44,1.76,1.64,0.81,0.36,0.37,0.39,0.39,0.0,0.0,-83.14,98.21,3.96,0.18,-0.71,-0.14,0.36,0.37,0.39,0.39,0.0,464.82,-14.82,98.4,10.8,3.47,3.56,1.52,0.36,0.37,0.39,0.39,0.97,4.17,
2006-04-10,0.0,54.19,-24.67,98.32,4.75,2.58,-1.13,-2.03,0.4,0.38,0.39,0.39,0.0,0.0,-37.08,98.13,3.42,1.42,-2.57,-4.02,0.36,0.37,0.39,0.39,0.0,172.06,-15.83,98.76,6.28,3.34,1.14,0.77,0.42,0.39,0.39,0.39,10.59,1.99,
2006-04-11,0.0,155.52,-62.48,98.89,4.69,-1.9,1.0,-1.13,0.39,0.39,0.39,0.39,0.0,0.0,-84.57,98.69,0.15,-4.06,0.18,-3.15,0.38,0.39,0.39,0.39,0.0,516.87,-34.14,99.05,8.2,0.69,2.06,1.92,0.4,0.39,0.39,0.39,0.03,4.8,
2006-04-12,0.0,98.28,-41.12,98.43,5.46,1.9,2.43,1.46,0.39,0.39,0.39,0.39,0.0,0.0,-74.76,98.31,3.51,-1.78,0.85,0.0,0.38,0.39,0.39,0.39,0.0,387.96,-11.74,98.66,9.19,5.18,4.42,3.0,0.42,0.39,0.39,0.39,5.87,2.96,
2006-04-13,0.0,55.41,-29.77,98.51,5.94,3.96,3.18,2.08,0.4,0.39,0.39,0.39,0.0,0.0,-68.07,98.37,2.37,1.31,1.52,1.01,0.39,0.39,0.39,0.39,0.0,214.57,-2.01,98.64,8.05,6.64,5.09,2.79,0.42,0.4,0.39,0.39,4.12,2.04,
2006-04-14,0.0,73.14,-27.09,98.51,9.48,6.96,3.96,1.66,0.41,0.4,0.39,0.39,0.0,0.0,-73.81,98.36,7.68,6.39,1.22,0.97,0.4,0.4,0.39,0.39,0.0,278.99,-2.02,98.73,11.93,7.74,5.21,2.77,0.41,0.4,0.39,0.39,2.96,3.24,
2006-04-15,0.0,141.16,-50.77,98.37,10.13,6.8,-0.82,1.37,0.39,0.4,0.39,0.39,0.0,0.0,-90.8,98.09,2.4,2.33,-2.98,0.25,0.38,0.4,0.39,0.39,0.0,517.3,-12.6,98.71,17.54,9.42,3.17,2.77,0.41,0.4,0.39,0.39,3.17,4.09,
2006-04-16,0.0,93.0,-44.03,98.24,10.8,7.94,3.72,1.77,0.4,0.4,0.39,0.39,0.0,0.0,-66.45,98.02,8.17,7.15,0.87,0.22,0.4,0.4,0.39,0.39,0.0,252.0,-20.54,98.59,12.33,9.5,6.58,3.39,0.41,0.4,0.39,0.39,3.16,3.78,
2006-04-17,0.0,138.62,-52.7,98.41,10.41,7.39,1.88,0.55,0.39,0.4,0.39,0.39,0.0,0.0,-84.06,98.19,7.25,5.75,0.55,-0.5,0.39,0.4,0.39,0.39,0.0,445.02,-13.88,98.6,14.59,9.15,3.14,1.31,0.4,0.4,0.39,0.39,1.44,3.63,
2006-04-18,0.0,162.19,-63.35,98.54,9.83,5.54,1.55,0.21,0.38,0.39,0.39,0.39,0.0,0.0,-95.04,98.47,5.15,3.63,0.35,-0.6,0.38,0.39,0.39,0.39,0.0,515.07,-30.93,98.65,13.57,8.21,2.89,0.71,0.39,0.4,0.39,0.39,0.53,4.21,
2006-04-19,0.0,188.57,-70.99,98.63,10.74,4.33,0.94,-0.31,0.37,0.39,0.39,0.39,0.0,0.0,-108.55,98.5,6.0,2.85,-0.45,-1.41,0.37,0.38,0.39,0.39,0.0,577.93,-32.73,98.73,15.45,6.47,2.18,0.41,0.38,0.39,0.39,0.39,0.0,5.18,
2006-04-20,0.0,178.27,-74.26,98.66,11.94,4.91,-0.11,-0.35,0.36,0.38,0.39,0.39,0.0,0.0,-109.28,98.59,6.75,3.43,-1.89,-1.63,0.36,0.37,0.39,0.39,0.0,579.05,-34.88,98.76,16.62,7.05,1.18,0.3,0.37,0.38,0.39,0.39,0.0,4.73,
2006-04-21,0.0,216.47,-88.63,98.63,13.33,5.81,-0.38,-0.07,0.36,0.37,0.39,0.39,0.0,0.0,-131.43,98.54,4.33,3.1,-1.48,-1.24,0.35,0.37,0.39,0.39,0.0,610.71,-54.34,98.7,20.37,8.76,1.14,0.34,0.36,0.37,0.39,0.39,0.01,5.47,
2006-04-22,0.0,187.1,-71.51,98.66,12.68,8.06,0.3,-0.12,0.36,0.36,0.39,0.39,0.0,0.0,-104.65,98.59,8.2,4.04,-0.98,-1.65,0.35,0.36,0.39,0.39,0.0,611.04,-48.04,98.79,17.82,10.72,1.98,1.22,0.38,0.37,0.39,0.39,3.55,4.3,
2006-04-23,0.0,205.92,-80.46,98.65,10.85,5.53,1.2,-0.61,0.37,0.36,0.38,0.39,0.0,0.0,-116.54,98.55,4.84,3.97,-0.83,-1.56,0.36,0.36,0.38,0.39,0.0,647.19,-31.95,98.81,16.47,7.17,2.72,0.04,0.38,0.37,0.39,0.39,0.0,5.79,
2006-04-24,0.0,226.46,-90.31,98.84,13.01,5.39,-1.34,-0.22,0.35,0.36,0.38,0.39,0.0,0.0,-130.47,98.72,4.49,3.44,-2.36,-0.82,0.34,0.36,0.38,0.39,0.0,670.4,-54.99,98.96,19.52,7.82,-0.77,0.22,0.36,0.36,0.38,0.39,0.0,6.48,
2006-04-25,0.0,157.93,-56.96,98.84,14.34,9.4,0.15,0.62,0.35,0.35,0.38,0.39,0.0,0.0,-93.25,98.74,9.31,5.79,-1.91,-0.06,0.34,0.35,0.38,0.39,0.0,593.07,-17.46,98.93,19.38,11.9,1.56,1.52,0.37,0.36,0.38,0.39,2.11,4.1,
2006-04-26,0.0,129.77,-45.41,98.85,12.93,11.0,1.4,-0.07,0.37,0.35,0.38,0.39,0.0,0.0,-67.5,98.72,8.51,8.2,0.56,-1.83,0.35,0.35,0.38,0.39,0.0,397.91,-17.43,98.92,17.42,13.34,2.22,1.53,0.42,0.36,0.38,0.39,8.85,2.83,
2006-04-27,0.0,83.19,-18.18,98.82,12.29,10.85,1.19,-2.08,0.42,0.39,0.38,0.39,0.0,0.0,-36.97,98.71,10.75,9.84,0.31,-3.59,0.41,0.37,0.38,0.39,0.0,292.46,-7.76,98.94,14.75,12.24,1.62,-0.52,0.43,0.4,0.38,0.39,12.36,2.33,
2006-04-28,0.0,122.88,-42.98,98.71,11.14,6.33,0.58,-2.71,0.4,0.4,0.38,0.39,0.0,0.0,-70.46,98.54,8.3,4.25,-0.05,-3.54,0.39,0.4,0.38,0.39,0.0,508.93,-6.75,98.88,14.66,9.52,1.59,-1.62,0.42,0.41,0.38,0.39,0.92,5.22,
2006-04-29,0.0,196.19,-69.37,98.51,6.84,1.3,1.93,-1.8,0.39,0.4,0.38,0.39,0.0,0.0,-104.97,98.43,4.19,-1.07,1.16,-2.99,0.38,0.39,0.38,0.39,0.0,607.97,-21.55,98.64,9.59,3.65,2.42,1.1,0.39,0.4,0.38,0.39,1.39,6.23,
2006-04-30,0.0,205.66,-79.54,98.37,7.06,1.2,0.83,0.78,0.38,0.39,0.38,0.39,0.0,0.0,-114.07,98.21,1.62,-1.27,-0.48,0.0,0.37,0.39,0.38,0.39,0.0,648.61,-48.2,98.57,11.19,3.6,1.75,1.42,0.38,0.39,0.38,0.39,0.54,4.87,
2006-05-01,0.0,161.74,-57.0,98.24,9.82,3.3,0.55,0.48,0.37,0.38,0.38,0.39,0.0,0.0,-111.74,98.16,3.92,-0.24,-1.64,-0.74,0.37,0.38,0.38,0.39,0.0,563.32,-14.92,98.32,14.04,5.92,1.96,1.59,0.37,0.38,0.38,0.39,0.21,4.54,
2006-05-02,0.0,211.81,-79.66,98.62,12.64,6.56,-0.3,0.4,0.36,0.38,0.38,0.39,0.0,0.0,-113.0,98.38,5.85,4.72,-2.25,-0.82,0.36,0.37,0.38,0.39,0.0,602.11,-29.01,98.74,17.91,8.67,1.58,1.54,0.37,0.38,0.38,0.39,0.03,5.33,
2006-05-03,0.0,234.66,-88.28,98.84,16.32,7.84,-1.3,0.21,0.35,0.37,0.38,0.39,0.0,0.0,-129.83,98.68,7.69,4.77,-2.49,-1.41,0.34,0.36,0.38,0.39,0.0,677.81,-53.01,98.93,23.43,11.57,-0.36,1.18,0.36,0.37,0.38,0.39,0.0,6.89,
2006-05-04,0.0,223.7,-86.76,98.85,17.14,9.03,-2.79,0.04,0.34,0.36,0.37,0.39,0.0,0.0,-113.15,98.74,11.45,6.69,-3.49,-0.49,0.33,0.35,0.37,0.39,0.0,663.23,-63.11,98.97,23.27,11.42,-2.15,0.34,0.35,0.36,0.38,0.39,0.0,8.69,
2006-05-05,0.0,220.17,-88.8,99.05,16.06,7.83,-2.05,-0.49,0.33,0.35,0.37,0.39,0.0,0.0,-114.78,98.91,11.02,5.29,-2.99,-1.37,0.32,0.35,0.37,0.39,0.0,649.68,-67.42,99.12,20.99,10.73,-1.02,0.42,0.33,0.35,0.37,0.39,0.0,7.97,
2006-05-06,0.0,231.32,-90.43,99.03,16.02,5.17,-2.97,-0.01,0.32,0.34,0.37,0.39,0.0,0.0,-121.62,98.89,11.61,2.53,-4.03,-0.69,0.31,0.34,0.37,0.39,0.0,669.27,-41.98,99.17,20.78,7.66,-2.13,0.58,0.33,0.35,0.37,0.39,0.0,10.37,
2006-05-07,0.0,233.6,-96.21,98.91,15.86,5.33,-3.21,0.49,0.31,0.33,0.37,0.39,0.0,0.0,-121.6,98.8,10.24,2.07,-3.84,0.06,0.3,0.33,0.37,0.39,0.0,688.35,-75.03,99.01,20.66,8.56,-2.44,1.09,0.31,0.34,0.37,0.39,0.03,10.92,
2006-05-08,0.0,206.92,-83.69,98.51,16.07,6.5,-2.23,0.62,0.3,0.33,0.36,0.39,0.0,0.0,-113.77,98.19,11.15,4.18,-3.76,-0.44,0.29,0.32,0.36,0.39,0.0,671.5,-45.05,98.83,21.1,10.88,1.02,1.85,0.3,0.33,0.37,0.39,0.11,9.57,
2006-05-09,0.0,149.88,-54.77,98.44,12.56,7.98,1.05,1.29,0.3,0.32,0.36,0.39,0.0,0.0,-72.97,98.17,9.56,4.32,-2.59,-0.11,0.3,0.32,0.36,0.39,0.0,406.34,-36.25,98.77,14.75,9.55,2.46,2.25,0.3,0.32,0.36,0.39,0.44,4.66,
2006-05-10,0.0,152.34,-52.88,98.73,12.98,8.14,0.32,-0.38,0.3,0.32,0.36,0.39,0.0,0.0,-100.83,98.57,8.81,7.09,-1.45,-1.58,0.29,0.32,0.36,0.39,0.0,462.6,-14.75,98.84,18.85,10.67,1.92,1.27,0.3,0.32,0.36,0.39,0.14,4.75,
2006-05-11,0.0,250.81,-95.48,98.76,15.03,6.96,-1.06,-0.44,0.29,0.31,0.36,0.39,0.0,0.0,-135.25,98.68,6.97,4.08,-1.73,-1.25,0.28,0.31,0.36,0.39,0.0,690.54,-53.86,98.87,21.43,11.03,-0.57,0.52,0.3,0.32,0.36,0.39,0.0,7.02,
2006-05-12,0.0,228.04,-83.98,98.77,16.14,7.54,0.43,1.02,0.28,0.31,0.35,0.39,0.0,0.0,-122.62,98.65,8.33,4.85,-1.37,0.3,0.28,0.31,0.35,0.39,0.0,647.75,-43.61,98.86,22.02,11.77,2.14,1.83,0.29,0.31,0.36,0.39,0.05,7.24,
2006-05-13,0.0,136.06,-40.54,98.83,14.83,11.16,2.51,1.23,0.31,0.31,0.35,0.39,0.0,0.0,-78.92,98.7,11.93,8.65,1.13,-0.04,0.28,0.3,0.35,0.39,0.0,414.71,-14.93,98.96,18.83,12.42,3.33,2.11,0.34,0.31,0.35,0.39,6.22,4.92,
2006-05-14,0.0,166.34,-50.14,99.16,14.23,10.32,1.69,0.13,0.36,0.31,0.35,0.39,0.0,0.0,-95.84,98.9,11.19,7.59,-1.55,-1.74,0.34,0.31,0.35,0.39,0.0,504.91,-7.97,99.3,17.57,12.62,2.74,0.84,0.37,0.31,0.35,0.39,4.28,5.23,
2006-05-15,0.0,179.31,-61.2,98.9,15.55,9.92,-0.4,0.79,0.33,0.31,0.35,0.39,0.0,0.0,-83.82,98.65,8.68,7.61,-1.74,-0.17,0.32,0.31,0.35,0.39,0.0,531.8,-39.35,99.23,21.33,12.37,1.61,1.85,0.35,0.32,0.35,0.39,0.26,5.66,
2006-05-16,0.0,149.82,-46.94,98.76,16.63,13.81,2.09,1.26,0.35,0.32,0.35,0.39,0.0,0.0,-67.43,98.7,13.85,11.03,0.64,0.43,0.33,0.31,0.35,0.39,0.0,464.6,-25.37,98.86,20.78,15.1,3.47,2.02,0.39,0.32,0.35,0.39,8.11,4.31,
2006-05-17,0.0,192.38,-52.36,99.0,16.56,11.79,2.16,0.54,0.38,0.33,0.34,0.39,0.0,0.0,-99.18,98.84,13.25,8.94,-1.63,-0.49,0.36,0.32,0.34,0.39,0.0,559.68,-4.5,99.15,20.59,13.51,3.97,1.41,0.41,0.34,0.35,0.39,3.34,6.75,
2006-05-18,0.0,92.49,-38.38,98.52,16.54,12.72,1.74,1.79,0.37,0.34,0.34,0.39,0.0,0.0,-78.42,98.36,13.54,10.1,-1.97,0.87,0.35,0.34,0.34,0.39,0.0,330.22,-17.24,98.83,19.4,16.02,4.98,2.67,0.38,0.34,0.34,0.39,4.68,3.99,
2006-05-19,0.0,186.86,-62.1,98.47,14.11,7.72,4.19,2.08,0.36,0.34,0.34,0.39,0.0,0.0,-91.57,98.36,12.05,5.5,2.61,1.1,0.35,0.34,0.34,0.39,0.0,549.05,-34.98,98.56,16.58,11.2,6.6,2.87,0.37,0.35,0.34,0.39,0.72,10.21,
2006-05-20,0.0,97.02,-54.22,97.67,12.52,7.54,2.81,3.1,0.36,0.34,0.34,0.39,0.0,0.0,-82.91,97.21,9.85,5.62,-0.32,1.38,0.34,0.34,0.34,0.39,0.0,346.09,-15.92,98.36,15.17,10.79,7.81,5.26,0.38,0.35,0.34,0.39,5.05,5.93,
2006-05-21,0.0,150.11,-58.92,97.93,13.64,7.56,2.61,1.94,0.36,0.35,0.34,0.39,0.0,0.0,-83.29,97.77,11.38,6.16,-1.94,1.25,0.35,0.35,0.34,0.39,0.0,453.31,-36.61,98.06,16.53,9.22,4.84,2.44,0.37,0.35,0.34,0.39,0.77,7.57,
2006-05-22,0.0,144.43,-52.84,97.68,15.69,10.09,0.83,1.79,0.35,0.34,0.34,0.38,0.0,0.0,-75.72,97.43,12.61,6.59,-1.95,-0.09,0.34,0.34,0.34,0.38,0.0,483.54,-34.26,98.18,20.44,13.53,3.88,3.37,0.36,0.35,0.34,0.39,3.29,5.85,
2006-05-23,0.0,214.36,-76.96,98.82,12.64,4.73,3.57,1.5,0.35,0.34,0.34,0.38,0.0,0.0,-111.89,98.24,9.58,1.63,1.66,-0.14,0.34,0.34,0.34,0.38,0.0,570.76,-33.44,99.29,15.17,8.63,5.0,3.07,0.36,0.35,0.34,0.38,0.22,10.19,
2006-05-24,0.0,206.57,-82.38,99.32,11.55,3.74,2.56,0.87,0.33,0.34,0.34,0.38,0.0,0.0,-103.91,99.2,5.63,2.55,0.81,0.18,0.33,0.34,0.33,0.38,0.0,596.68,-69.19,99.46,15.64,6.08,4.63,1.46,0.34,0.34,0.34,0.38,0.05,8.05,
2006-05-25,0.0,62.72,-31.62,99.18,10.9,6.76,3.03,2.34,0.34,0.33,0.33,0.38,0.0,0.0,-81.08,99.15,9.13,4.0,1.04,1.33,0.33,0.33,0.33,0.38,0.0,239.1,-10.14,99.3,12.24,9.88,5.67,3.22,0.37,0.34,0.33,0.38,5.28,4.18,
2006-05-26,0.0,30.43,-7.02,99.19,13.34,12.02,3.92,1.66,0.4,0.35,0.33,0.38,0.0,0.0,-13.8,98.87,11.41,10.27,2.28,0.48,0.37,0.34,0.33,0.38,0.0,95.07,-2.56,99.36,15.28,13.86,6.05,2.6,0.43,0.37,0.33,0.38,14.47,1.96,
2006-05-27,0.0,97.91,-25.61,99.29,15.8,13.0,4.14,1.0,0.4,0.38,0.33,0.38,0.0,0.0,-56.82,99.05,13.81,12.39,3.16,-0.18,0.38,0.38,0.33,0.38,0.0,283.11,-7.32,99.44,17.58,13.71,5.06,2.41,0.43,0.38,0.33,0.38,2.19,4.54,
2006-05-28,0.0,178.39,-49.12,98.9,15.81,10.28,4.2,-0.08,0.4,0.41,0.34,0.38,0.0,0.0,-99.59,98.75,13.09,7.18,1.49,-1.36,0.39,0.38,0.33,0.38,0.0,621.25,-0.63,98.99,18.5,13.29,5.21,2.99,0.44,0.42,0.34,0.38,14.12,8.75,
2006-05-29,0.0,87.42,-37.58,98.3,11.0,7.88,1.49,0.06,0.41,0.4,0.34,0.38,0.0,0.0,-64.28,97.96,8.17,6.8,-0.27,-1.24,0.39,0.4,0.34,0.38,0.0,290.46,-19.21,98.86,12.5,8.9,3.84,1.57,0.43,0.41,0.34,0.38,11.15,2.61,
2006-05-30,0.0,161.89,-55.3,98.25,8.17,5.25,2.68,-0.62,0.42,0.41,0.35,0.38,0.0,0.0,-81.58,98.12,5.58,3.88,1.74,-1.38,0.41,0.41,0.34,0.38,0.0,571.44,-25.39,98.45,11.97,6.91,3.52,0.27,0.44,0.42,0.35,0.38,7.65,4.28,
2006-05-31,0.0,172.43,-56.43,98.75,8.54,3.85,2.43,-0.79,0.4,0.41,0.35,0.38,0.0,0.0,-82.32,98.48,5.02,1.23,1.61,-1.97,0.39,0.4,0.35,0.38,0.0,470.76,-31.32,99.1,12.17,6.02,3.37,0.14,0.41,0.41,0.35,0.38,1.52,5.63,
2006-06-01,0.0,158.29,-45.0,99.23,8.64,4.64,2.58,-1.43,0.39,0.4,0.36,0.38,0.0,0.0,-82.13,99.15,6.98,2.86,1.75,-2.24,0.39,0.39,0.35,0.38,0.0,468.35,-6.49,99.41,10.67,5.88,3.9,-0.63,0.4,0.4,0.36,0.38,4.18,5.2,
2006-06-02,0.0,198.56,-59.84,99.66,10.37,4.82,-0.52,-1.49,0.4,0.4,0.36,0.38,0.0,0.0,-90.77,99.43,6.37,1.85,-2.16,-2.28,0.39,0.39,0.36,0.38,0.0,617.94,-11.68,99.84,14.69,6.64,1.77,-0.52,0.42,0.4,0.36,0.38,2.84,6.21,
2006-06-03,0.0,158.38,-56.99,99.71,11.47,6.5,0.43,-1.19,0.38,0.39,0.36,0.38,0.0,0.0,-90.15,99.49,5.92,3.58,-0.72,-2.57,0.38,0.38,0.36,0.38,0.0,462.18,-18.07,99.85,16.22,9.69,1.38,0.76,0.39,0.39,0.36,0.38,0.67,4.65,
2006-06-04,0.0,193.48,-61.37,99.33,11.91,6.66,1.72,-1.74,0.38,0.38,0.36,0.38,0.0,0.0,-101.22,99.26,9.55,2.94,1.42,-3.44,0.37,0.38,0.36,0.38,0.0,569.84,-9.44,99.46,15.15,10.07,2.1,0.83,0.39,0.38,0.36,0.38,2.26,6.63,
2006-06-05,0.0,171.75,-60.07,99.28,11.53,5.57,1.11,-1.39,0.37,0.38,0.36,0.38,0.0,0.0,-76.29,99.19,6.98,4.42,-0.61,-2.73,0.36,0.37,0.36,0.38,0.0,467.88,-45.47,99.41,14.98,6.84,2.62,0.15,0.37,0.38,0.36,0.38,0.3,5.77,
2006-06-06,0.0,192.98,-70.75,99.6,11.49,5.37,-0.37,-1.55,0.36,0.37,0.36,0.38,0.0,0.0,-93.88,99.41,7.17,4.21,-1.09,-2.41,0.36,0.37,0.36,0.38,0.0,508.16,-30.21,99.79,14.9,8.05,0.69,0.11,0.36,0.37,0.36,0.38,0.67,5.72,
